mo,inflow,precip,evap,outlow,demand,storage,% full,% redu,deficit
10,695.0904178950364,4282.092396267195,692.836718404913,368.9595004132611,6653.808803015573,92418.55268490528,0.8046269708089203,1.0,0.0
11,708.2161169980048,2451.891031795094,3646.8111924299883,357.05758104509135,6663.0017579708965,84911.78930225241,0.7392705666488513,1.0,0.0
12,4849.639486751688,2081.19440546674,885.1793889096589,368.9595004132611,5777.451501730813,84811.03280341711,0.7383933467174424,1.0,0.0
1,8800.422058638002,5462.389921475449,1934.8650080528896,368.9595004132611,6670.781424487196,90099.23885057721,0.7844342453154446,1.0,0.0
2,1970.9273646608594,1257.812982812582,2205.5689695153123,333.25374230875195,6061.626450737218,84727.53003548938,0.7376663435642885,1.0,0.0
3,14460.052457958775,1615.1824670168571,2318.025069678217,368.9595004132611,6605.4004407164575,91510.37994965709,0.7967201138445463,1.0,0.0
4,6648.802049955874,929.0627659409511,3356.1733022493136,595.0959684084856,9289.03594827173,85847.93954662439,0.6527437645630507,1.0,0.0
5,12957.33627080698,1200.976039388377,788.7198770886607,614.9325006887685,5627.396861846028,92975.20261719628,0.7069358226635206,1.0,0.0
6,2005.410014641209,2382.3946782569838,893.1254108525172,595.0959684084856,5927.0650799397245,89947.72085089375,0.6839164018629895,1.0,0.0
7,1115.6402661608704,4013.9781968911702,4227.251372454819,614.9325006887685,5764.757158138902,84470.3982826633,0.6422696463113184,1.0,0.0
8,4848.117602193866,3161.8943884928303,1797.6319879859657,614.9325006887685,6134.5290351367985,83933.31674953846,0.6381859534042941,1.0,0.0
9,1788.5517387481989,2527.1530668571068,3028.2570331554452,357.05758104509135,6026.6240966011765,78837.08284434203,0.6863821312234808,1.0,0.0
10,5115.290072071807,3559.7077609179105,1938.8695425601618,368.9595004132611,6203.313665453011,79000.93796890532,0.6878087089905919,1.0,0.0
11,6610.853979284068,2021.7083850811905,2761.3781368001946,357.05758104509135,6445.213782311818,78069.85083311347,0.679702351556218,1.0,0.0
12,4383.861955420111,1544.3334955202008,606.4743448629306,368.9595004132611,5876.26415756936,77146.34828120824,0.6716620280574582,1.0,0.0
1,6021.928839786551,2395.3846260297723,693.1340983579139,368.9595004132611,6218.737540370114,78282.83060788327,0.6815566250331125,1.0,0.0
2,10154.372851982209,1118.3071400783083,-0.8763345216866583,333.25374230875195,5456.669646336742,83766.46354581998,0.7292989758024802,1.0,0.0
3,731.837098311785,387.912137017629,161.18797902142978,368.9595004132611,5634.56358044233,78721.50172127236,0.6853758431326542,1.0,0.0
4,679.2094900851127,182.358164369507,296.27995026196004,595.0959684084856,5585.92465133334,73105.7688057232,0.5558588242599256,1.0,0.0
5,4803.8001927889145,1771.3716185063531,3032.34072651522,614.9325006887685,8276.098062603905,67757.56932721057,0.5151938545509845,1.0,0.0
